p_id;descriptions
88356;Lagereddike fra Salling er en smagsneutral 5% eddike. Den er ideel til konservering af frugt og grøntsager, da konservering forlænger holdbarheden og sprødheden i grøntsagerne. Brug eksempelvis lagereddike til at sylte havens mange rødbeder, eller brug den til at sylte agurker til både bøf og burger.
123018;Makaroni suppehorn fra Salling ØKO er en velsmagende pastatype lavet af økologisk durumhvede. Disse suppehorn er perfekte til at tilføje tekstur og smag til dine suppeopskrifter. Prøv dem i en lækker tomatsuppe, grøntsagssuppe eller som en del af en fyldig pastasuppe.
17756;Luksusrogn fra Amanda Seafoods er et MSC- og nøglehulsmærket produkt med en skøn smag. Luksusrogn har en saftig og sprød konsistens, som skyldes den høje rognandel på 76 %. Server produktet som det er, eller rist det på panden for at få et sprødt bid. Luksusrogn smager skønt på en rugbrød, eller i stegt version serveret sammen med en sprød sommersalat.
17199;Dip Tex Mex Style fra Santa Maria er en guacamoledip. Den har en flot grønlig farve og en blød konsistens, der bare kalder på at blive smagt. Dippen har en delikat smag af guacamole og passer til både salte snacks og mexicanske livretter. Prøv for eksempel dippen til quesadillas med peberfrugt og masser af ost.
88335;Hvide Asparges fra Salling er aspargessnitter med hoved i lage. De har en delikat smag, der gør dem ideelle i supper, saucer, salater og stuvninger. Brug dem eksempelvis i en skøn aspargessuppe, eller servér dem i en grøn salat med varmrøget laks. 
15061; Miracle Whipp 23% fedt er en velsmagende Sandwich spread, som har en dejlig mild smag og en cremet konsistens. Den delikate dressing egner sig godt både i sandwiches, burgere eller i en brocolisalat. Prøv Miracle Whip i en hjemmelavet burger med en saftig bøf toppet med salat, pickles, tomater og løg.
105865;Instant nudler med oksekødssmag fra Salling er en lækker ret med smag af oksekød, der er ideel til når det gerne må gå lidt hurtigt. Hæld blot kogende vand ned i beholderen, og vent 3-4 min. For at nudlerne er klar. Prøv også at tilføje fint hakkede grøntsager, såsom gulerod og ærter for at give retten et ekstra pift.
87500;Aceto Balsamico Di Modena BGB fra Salling  er en smagfuld balsamicoeddike, som er fremstillet af vineddike og druemost. Den mørke og intense balsamicoeddike gør sig blandt andet godt i dressinger og saucer, hvor den bidrager med en aromatisk smag, som balancerer mellem det syrlige og det søde. Prøv balsamicoeddike på en frisk tomatsalat, og tilfør måltidet lidt italienske stemning.
85282;Økologiske Lasagneplader fra Salling ØKO er lavet af durumhvedemel. De tynde lasagneplader er ideelle i en hjemmelavet lasagne med en smagfuld kødsovs og en cremet bechamelsovs, som kan nydes af hele familien til aftensmad. Prøv også at lave en lækker og velsmagende grøntsagslasagne med gulerødder, squash, hakkede tomater og løg.
77265;Økologiske Italienske Mosede Tomater fra Foodmood består af mosede, solmodne tomater. De er befriet for skind og kerner og er ideelle i saucer, supper og sammenkogte retter. Tilbered tomaterne med god olivenolie, hvidløg og basilikum til pastaretter og pizzasaucer.
88355;Økologisk Lagereddike fra Salling ØKO er en smagsneutral 5% eddike. Den er ideel til konservering af frugt og grøntsager, da konservering forlænger holdbarheden og sprødheden i grøntsagerne. Brug eksempelvis lagereddike til at sylte rødløg til burgere og salater, eller brug lagereddiken til at sylte chilier til gryderetter og salater.
82384;Rugmel fra Salling består af fint formalede rugkerner og kan især anvendes til at bage rugbrød. Rugmel kan også bruges som supplement til hvedemel, når bare der er et ordentligt blandingsforhold mellem hvedemelet og rugmelet. Brug rugmel næste gang, du kaster dig ud i at bage dit eget rugbrød, eller hæld lidt rugmel i dejen, næste gang du bager boller for at tilføje lidt fylde.
31903;Fintskårne jordbærmarmelade fra Den Gamle Fabrik har en sød og frisk smag med store, hele jordbær. Den har vundet flere smagstest i årernes løb, og den er ideel at stille på morgenbordet, når du skal forkæle dig selv eller dine gæster. Nyd også jordbærmarmelade som lækkert tilbehør til æbleskiver eller som smagfuld topping på sprøde vafler.
117123;Syltede Rødløg fra Zelected er syltet i en sur/sød marinade, som giver et harmonisk smagsindtryk. Syltede Rødløg giver et løft til dine retter og passer perfekt både i burgere og hotdogs, som fyld i madpandekager eller til et delikat tapasbord. Prøv eksempel de Syltede Rødløg fra Zelected i en hjemmelavet burger med en saftig bøf, tomat og sprød salat. 
94392;Formalet mellemristet kaffe fra Salling er en skøn blanding af Robusta- og Arabicabønner med styrke 3, hvilket resulterer i en velafbalanceret kaffe med en let syrlighed i smagen, som passer til alle lejligheder. Nyd den som den er, til en lækkert stykke kage eller i en Irish Coffee med brun farin og flødeskum i godt selskab.  
93861;Sort peber er umodne og tørrede bær, der både kan fås som hele korn, groft- eller stødt peber. Den har en stærk aromatisk smag og er salts faste følgesvend, som med sin stærke karakter giver kant til madlavningen. Stødt Sort Peber fra Salling kan bruges som bordkrydderi og i et væld af retter. For eksempel pasta- og gryderetter, en saftig bøf, kylling, fisk og meget mere. Prøv også at drysse lidt sort peber på en rejemad med mayonnaise, purløg og lidt citronsaft for et ekstra delikat smagsløft.
43378;Arborio Risottoris har en aromatisk smag, og en god absorberingsevne, som gør dem meget velegnede til at lave en velsmagende risotto. Brug Økologiske Arborio Risottoris fra Il Fornaio til at lave en skøn risotto med kantareller og friskrevet parmesan. Risene kan også bruges til at lave en helt traditionel risengrød.
44134;Dip Salsa fra Santa Maria er en salsadip i styrke medium. Den har en flot rød farve, tekstur og indeholder både tomat, løg, chili jalapeño og karakterfulde krydderier. Salsaen er oplagt til at dyppe tortillachips, nachos eller grøntsagstænger i. Prøv også salsaen i mexicanske retter, som for eksempel chili con carne eller burrito. 
90177;Oregano har en krydret smag med en kraftig aroma, der kan give et skønt smagsløft til alverdens retter. Prøv for eksempel at anvende økologisk oregano fra Salling ØKO i pasta- og grøntsagsretter, saucer eller i en fyldig kødsovs for et delikat pift.  Eller drys oregano på en sprød pizza med parmaskinke, mozzarella, cherrytomater eller hvad du foretrækker.
111003;Sød fransk sennep fra Salling har en god samt sødlig smag og egner sig som smagsgivende element i diverse retter. Prøv for eksempel at bruge den til at lave en saftig, glaseret skinke. Bland den søde franske sennep sammen med brun farin, pensl det på skinken og kom den i ovnen. Servér med kogte kartofler eller smagfulde flødekartofler samt en sprød salat som friskt tilbehør, der passer godt til de lidt tungere elementer.
57106;Økologisk Tipo 00 egner sig særdeles godt til surdejsbagning. Tipo 00 er formalet fint og har et naturligt indhold af gluten, der øger melets evne til at optage vand. Det resulterer i en elastisk dej samt en sej krumme og sprød skorpe i bagværk. Brug Tipo 00 til at bage med surdej – for eksempel surdejsfastelavnsboller eller -pizzabunde.
18043;Agurkesalat fra Samsø Syltefabrik er smagfuld agurkesalat uden tilsat sukker, der er blevet produceret på Samsø. Agurkesalaten har en karakteristisk syrlig smag, og er velegnet som tilbehør til mange retter. Nyd eksempelvis agurkesalaten på en varm leverpostejmad, eller spis i en hjemmelavet burger. 
16804;Knorr Aromat er et allround-krydderi. Krydderiet virker som smagsforstærker i retter, hvor det hjælper med at fremhæve den gode smag i maden. Aromat kan bruges til stort set al slags madlavning – både som bordkrydderi og under selve madlavningen. Brug for eksempel Knorr Aromat til at pifte gryderetten, saucen eller suppen op eller strø lidt Aromat over en avocadomad med hytteost. 
123618;Kellogg’s Coco Pops er sprøde poppede ris med kakaosmag, som er et hit for både store og små. Nyd dem til morgenmad med kold mælk eller brug dem i bagværk. Prøv for eksempel at bruge de sprøde Coco Pops i en lækker energibar med rosiner og mørk chokolade.
108743;Mezzi Rigatoni fra Pastificio Bragagnolo er rørformet pasta med riller. De er lavet på durumhvede semulje. Det er den inderste og hårdeste del af hvedekernen, som giver en god smag og dejlig konsistens. Skruerne skal koges i 10-12 minutter, hvor minimumskogetiden resulterer i en pastaskrue ’al dente’—altså med let bid. Mezzi Rigatoni kan nydes varme såvel som kolde. Lad for eksempelvis Mezzi Rigatoni fra Pastificio Bragagnolo køle ned og bland pastaen med cremefraichedressing, kylling, bacon og grøntsager for en madpakkevenlig ret.
75094;Valsemøllen Koldhævede Surdejsboller er en brødblanding, som gør det nemt for dig at bage velsmagende og sprøde surdejsboller. Surdej kræver både tid og masser af tålmodighed, men Valsemøllen har gjort forarbejdet for dig. Alt hvad du skal gøre er at tilsætte vand og bage bollerne i ovnen. Resultatet er rustikke og saftige surdejsboller. Server bollerne, mens de stadig er lune – de smager skønt med et godt lag smør.
38905;No description available
93846;Chiliflager fra Salling har en stærk smag, der kan pifte alverdens retter op og tilføre styrke. Anvend dem for eksempel på pizza, i wok- og gryderetter eller vendt i en delikat pastaret for et skønt løft, der kan give lidt varme i munden. Prøv også at bruge chiliflagerne i saucer og supper, så de kan få et let stærkt spark.
83941;Kartoffelmel bliver fremstillet af stivelsesholdige kartofler. De bliver vasket, centrifugeret og tørret til et hvidt mel. Anvend for eksempel kartoffelmel fra Salling til at lave en lækker frugtgrød eller -suppe eller til at jævne en udsøgt skysovs. <br/> <br/>
56645;Ananas i skiver fra Salling ligger i ananasjuice og har en sødmefuld smag, der både egner sig i det salte og søde køkken. Prøv for eksempel at bruge dem i en såkaldt ’upside-down cake’, der er en kage, som bliver bagt på hovedet og vendt om, når den er færdig. Servér den for dine gæster en hyggelig eftermiddag.
81575;Halve Pærer fra Salling ligger i en sukkerlage og egner sig særdeles godt i desserter. Brug dem for eksempel til at lave svampede muffins med banan. Eller nyd de halve pærer i en sprød pæretærte toppet med flødeskum eller creme fraiche, som kan give et syrligt pift. Servér den lækre dessert for dine gæster, når du vil forkæle dem. <br/> <br/>
93853;Kardemomme har en skøn og aromatisk smag, der både egner sig i det salte- og søde køkken til at give et ekstra pift. Prøv for eksempel at anvende kardemomme fra Salling i grød eller en marokkansk inspireret gryderet med oksekød og gulerødder. Eller brug kardemommen, når du bager luftige boller eller kardemommesnurrer – det vil garanteret være et hit hos familien.
74053;Blå birkes har en dejlig nøddeagtig smag, som forkæler smagsløgene. Smagen træder tydeligt frem, hvis du for eksempel panerer en fisk eller et stykke kylling med birkes og derefter steger det på panden. Pynt også dine hjemmelavede boller med blå birkes fra Svansø for at give dem et ekstra løft og en ekstra god smag.
81642;Økologisk Instant Arabica Kaffe fra Salling ØKO har en fyldig og rund smag. Det er en hurtig og nem måde, når du ønsker en smagfuld kop kaffe. Du skal blot blande 1-2 teskeer instant kaffe med omkring 1,5 dl vand, og så er kaffen klar til at blive nydt. <br/> <br/>
93842;Allround Mix fra Salling er en krydderiblanding, der især er velegnet til grillet kød og marinader. Blandingen indeholder blandt andet salt, peber, løgpulver, paprika og chili, som alt sammen er med til at forstærke den grillede smag. Brug krydderiblandingen fra Salling til svinekød, oksekød, fjerkræ og fisk. Prøv også et par drys i saucer eller kryddersmør for et ekstra delikat smagsløft.
14959;Variation Box fra Pickwick Tea With Fruit er en æske med fire forskellige slags te. Denne æske byder på smagsvarianterne jordbær, tropisk frugt, skovbær og citron. En æske med blandede smage giver mulighed for at nyde alle de forfriskende og milde frugtteer efter behag. Nyd lige den variant du har lyst til og lad dine gæster vælge deres foretrukne.
111046;Chow Mein stir fry fra Salling er en krydret asiatisk inspireret sauce til madlavning med smag af sojasauce. Prøv eksempelvis at opvarme olie i en wokpande. Tilsæt herefter kylling og steg det i 3 min og tilsæt grøntsager og nudler efter præference. Til sidst tilsættes Chow Mein stir fry, hvorefter retten simres imens der omrøres indtil kyllingen er gennemstegt.
